campaign_ref,campaign_title,channel_type,launch_date,completion_date,allocated_budget,current_spend,total_impressions,total_clicks,conversion_count,conversion_rate,ctr_rate,avg_cpc,roi_percentage,campaign_status,target_segment,campaign_manager,ad_platform,test_variant,created_timestamp
896,Prime Day Banner Ads 2024 #896,Display,2025-07-23,2025-08-06,55161.04,10463.37,525390.0,4727.0,217.0,4.59,0.9,2.21,,Cancelled,"Newsletter Subscribers, Homeowners, New Customers",Andrew Thompson,Meta Ads,,2025-07-09T00:00:00Z
897,Black Friday Banner Ads 2024,Display,2025-06-19,2025-06-27,24513.06,2702.12,145135.0,411.0,3.0,0.73,0.28,6.57,,Cancelled,"Desktop Users, VIP Customers",Amanda Lee,Google Ads,,2025-05-23T00:00:00Z
898,Competitor Conquest 2024 #898,Search,2025-05-18,2025-06-22,16449.03,15631.96,817835.0,32720.0,1789.0,5.47,4.0,0.48,1000.0,Completed,"Gen Z 18-24, Newsletter Subscribers, Cart Abandoners",James Miller,Google Ads,,2025-04-25T00:00:00Z
899,Social Contest Campaign 2023 #899,Social Media,2025-11-11,2026-01-05,36365.34,31844.82,3604703.0,52187.0,361.0,0.69,1.45,0.61,83.13,Active,Cart Abandoners,Emily Rodriguez,TikTok,,2025-11-03T00:00:00Z
900,Native Advertising 2023 #900,Display,2025-09-02,2025-11-08,75230.34,64592.5,4044574.0,13244.0,524.0,3.96,0.33,4.88,7.83,Completed,Gen Z 18-24,Sarah Johnson,Meta Ads,,2025-08-06T00:00:00Z
901,Customer Win-Back Email 2024 #901,Email,2025-11-25,2026-01-03,1604.37,1260.42,79118.0,2510.0,176.0,7.01,3.17,0.5,1000.0,Active,Premium Shoppers,James Miller,,,2025-11-22T00:00:00Z
902,Contextual Targeting 2024 #902,Display,2025-12-09,2026-02-28,24632.55,4741.15,337609.0,2423.0,74.0,3.05,0.72,1.96,,Paused,"Frequent Buyers, Fashion Forward, High LTV Customers",Andrew Thompson,Google Ads,,2025-11-29T00:00:00Z
903,Social Contest Campaign 2023 #903,Social Media,2025-09-05,2025-09-29,56208.4,2920.4,386741.0,3663.0,121.0,3.3,0.95,0.8,,Cancelled,"Loyalty Members, Email Engaged, Millennials 25-34",Emily Rodriguez,TikTok,,2025-08-09T00:00:00Z
904,Social Proof Campaign 2025 #904,Social Media,2025-11-18,2026-01-07,2043.18,1290.94,143879.0,769.0,14.0,1.82,0.53,1.68,,Paused,"Social Followers, Mobile Users",Rachel Green,Instagram,,2025-10-31T00:00:00Z
905,Product Launch Announcement 2024 #905,Email,2025-09-02,2025-10-14,2968.76,3056.23,382604.0,23935.0,1211.0,5.06,6.26,0.13,1000.0,Completed,Frequent Buyers,Michael Chen,,,2025-08-08T00:00:00Z
906,Prime Day Search Push 2023 #906,Search,2025-10-29,2026-01-24,79843.79,51499.74,7662351.0,160859.0,7481.0,4.65,2.1,0.32,765.64,Active,Newsletter Subscribers,Andrew Thompson,Google Ads,,2025-10-02T00:00:00Z
907,Labor Day Search Push 2023 #907,Search,2025-09-06,2025-11-14,46095.98,38603.11,3788919.0,85880.0,3690.0,4.3,2.27,0.45,1000.0,Completed,"Tech Enthusiasts, Social Followers, Holiday Shoppers",James Miller,Google Ads,,2025-08-26T00:00:00Z
908,Influencer Partnership 2023 #908,Social Media,2025-11-18,2026-02-11,78003.86,29808.65,2199954.0,29563.0,173.0,0.59,1.34,1.01,-23.84,Active,First-Time Buyers,James Miller,TikTok,Control,2025-10-31T00:00:00Z
909,Product Showcase Social 2024 #909,Social Media,2025-07-08,2025-10-01,28383.78,25221.66,3242068.0,53437.0,1830.0,3.42,1.65,0.47,977.61,Completed,"Gen Z 18-24, Desktop Users",Stephanie Davis,Instagram,,2025-06-17T00:00:00Z
910,Customer Win-Back Email 2023 #910,Email,2025-11-14,2026-03-13,1239.71,441.74,25910.0,1101.0,11.0,1.0,4.25,0.4,78.89,Active,Cart Abandoners,Rachel Green,,,2025-10-18T00:00:00Z
911,Brand Awareness Drive 2023 #911,Social Media,2026-01-16,2026-03-03,67184.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Weekend Browsers, Social Followers",Stephanie Davis,Meta Ads,,2026-01-10T00:00:00Z
912,Trending Topic Campaign 2025 #912,Social Media,2025-12-03,2026-03-25,21393.29,3711.31,236132.0,4016.0,51.0,1.27,1.7,0.92,,Paused,"Weekend Browsers, New Customers",Rachel Green,TikTok,,2025-11-22T00:00:00Z
913,Social Proof Campaign 2024 #913,Social Media,2026-02-15,2026-04-20,92635.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"High LTV Customers, Frequent Buyers, Loyalty Members",Stephanie Davis,Meta Ads,,2026-01-26T00:00:00Z
914,Tutorial Video Ads 2024 #914,Video,2025-05-28,2025-06-16,88048.51,82629.33,5508626.0,31107.0,278.0,0.89,0.56,2.66,-39.28,Completed,Weekend Browsers,David Kim,Google Ads,,2025-05-24T00:00:00Z
915,High Intent Keywords 2024 #915,Search,2025-12-18,2026-01-30,70479.52,11780.84,726711.0,69957.0,3011.0,4.3,9.63,0.17,1000.0,Active,"Tech Enthusiasts, New Customers, Budget Conscious",James Miller,Google Ads,,2025-12-10T00:00:00Z
916,Black Friday Email Blast 2023 #916,Email,2026-02-13,2026-03-27,9966.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Fashion Forward, Frequent Buyers",Michael Chen,,,2026-02-05T00:00:00Z
917,High Intent Keywords 2023 #917,Search,2025-12-17,2026-01-22,39813.15,9473.65,1771651.0,79892.0,4376.0,5.48,4.51,0.12,1000.0,Active,"Holiday Shoppers, New Customers, Loyalty Members",Jessica Martinez,Google Ads,,2025-11-22T00:00:00Z
918,Flash Sale SMS 2025 #918,SMS,2025-11-25,2026-03-18,815.77,226.78,17193.0,2112.0,67.0,3.17,12.28,0.11,1000.0,Active,"Premium Shoppers, Millennials 25-34",Stephanie Davis,,,2025-11-11T00:00:00Z
919,Product Showcase Social 2024 #919,Social Media,2025-10-17,2025-11-10,22215.89,22867.61,1652120.0,35240.0,839.0,2.38,2.13,0.65,477.42,Completed,Mobile Users,Michael Chen,LinkedIn,,2025-10-04T00:00:00Z
920,Social Contest Campaign 2025 #920,Social Media,2025-11-16,2026-01-26,48930.91,22461.83,4179044.0,89769.0,1750.0,1.95,2.15,0.25,1000.0,Active,Frequent Buyers,Emily Rodriguez,TikTok,,2025-10-23T00:00:00Z
921,YouTube Pre-Roll 2025 #921,Video,2025-06-25,2025-07-19,19186.46,20140.5,1437126.0,9501.0,301.0,3.17,0.66,2.12,155.38,Completed,New Customers,Amanda Lee,Meta Ads,,2025-06-07T00:00:00Z
922,Abandoned Cart Recovery 2024 #922,Email,2025-01-28,2025-04-18,1077.42,1113.27,219359.0,5242.0,204.0,3.89,2.39,0.21,1000.0,Completed,"Lapsed Customers, High LTV Customers, New Customers",Andrew Thompson,,,2025-01-01T00:00:00Z
923,Prime Day Banner Ads 2025,Display,2025-01-15,2025-04-01,49826.97,47513.39,3469637.0,16282.0,809.0,4.97,0.47,2.92,9.23,Completed,"Homeowners, Holiday Shoppers",Stephanie Davis,Google Ads,,2024-12-21T00:00:00Z
924,Contextual Targeting 2023 #924,Display,2025-11-29,2026-02-15,32473.21,11403.19,688302.0,1174.0,10.0,0.85,0.17,9.71,-74.83,Active,"First-Time Buyers, Parents",Amanda Lee,Google Ads,,2025-11-08T00:00:00Z
925,Q4 Video Campaign 2023,Video,2025-12-03,2026-02-24,28557.62,6380.86,443640.0,3003.0,81.0,2.7,0.68,2.12,-18.95,Active,"Lapsed Customers, Budget Conscious",David Kim,Google Ads,,2025-11-23T00:00:00Z
926,Community Engagement 2023 #926,Social Media,2025-11-02,2026-01-17,72510.39,48274.71,2850423.0,44827.0,1250.0,2.79,1.57,1.08,106.5,Active,"Homeowners, Millennials 25-34",Andrew Thompson,Instagram,,2025-10-08T00:00:00Z
927,Community Engagement 2023 #927,Social Media,2025-11-25,2026-01-27,72898.79,32531.61,4719166.0,84993.0,3304.0,3.89,1.8,0.38,1000.0,Active,"Tech Enthusiasts, New Customers",David Kim,Meta Ads,,2025-11-12T00:00:00Z
928,Local Search Campaign 2025 #928,Search,2025-11-03,2026-02-13,52871.74,28521.64,2388470.0,160370.0,10971.0,6.84,6.71,0.18,,Paused,"Holiday Shoppers, Returning Customers",Rachel Green,Google Ads,,2025-10-12T00:00:00Z
929,Audience Display Campaign 2024 #929,Display,2025-08-16,2025-11-06,48345.06,40305.31,4357706.0,34413.0,551.0,1.6,0.79,1.17,230.68,Completed,"High LTV Customers, Homeowners",Nicole Taylor,Google Ads,,2025-07-26T00:00:00Z
930,Retargeting Display 2025 #930,Display,2025-12-13,2026-04-02,50315.89,5406.13,348243.0,2962.0,146.0,4.93,0.85,1.83,494.25,Active,Budget Conscious,Sarah Johnson,Meta Ads,,2025-11-30T00:00:00Z
931,Summer Catalog Mailing 2024,Direct Mail,2026-03-14,2026-03-30,22767.71,0.0,,,,,,,,Planned,"Loyalty Members, Frequent Buyers, Email Engaged",David Kim,,,2026-02-20T00:00:00Z
932,Social Video Ads 2025 #932,Video,2026-02-09,2026-04-23,78424.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Premium Shoppers,Stephanie Davis,Meta Ads,,2026-01-28T00:00:00Z
933,Product Category Search 2025 #933,Search,2025-11-30,2026-02-26,85346.82,23008.5,1677086.0,77080.0,3075.0,3.99,4.6,0.3,,Paused,"Mobile Users, Fashion Forward, Gen Z 18-24",Stephanie Davis,Google Ads,,2025-11-15T00:00:00Z
934,Winter Search Campaign 2024,Search,2025-05-15,2025-05-30,64346.61,65524.47,5190603.0,414057.0,14642.0,3.54,7.98,0.16,1000.0,Completed,"Homeowners, New Customers",Emily Rodriguez,Google Ads,,2025-05-01T00:00:00Z
935,Year End Banner Ads 2023,Display,2025-02-10,2025-04-13,72338.64,72065.6,5408283.0,26237.0,1192.0,4.54,0.49,2.75,273.33,Completed,"Lapsed Customers, Social Followers",Andrew Thompson,Google Ads,,2025-01-12T00:00:00Z
936,Flash Sale Alert 2024 #936,Email,2025-09-08,2025-11-06,6386.94,6274.32,876691.0,51213.0,1509.0,2.95,5.84,0.12,1000.0,Completed,"Fashion Forward, Mobile Users, Millennials 25-34",Nicole Taylor,,,2025-08-15T00:00:00Z
937,Audience Display Campaign 2023 #937,Display,2026-01-31,2026-04-02,58809.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Frequent Buyers, Parents",Andrew Thompson,Meta Ads,Control,2026-01-28T00:00:00Z
938,Flash Sale Alert 2025 #938,Email,2026-01-31,2026-04-02,8804.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Holiday Shoppers,Kevin Brown,,,2026-01-02T00:00:00Z
939,Easter Video Push 2024 #939,Video,2025-04-01,2025-05-10,49285.15,50971.11,2567955.0,21838.0,216.0,0.99,0.85,2.33,-75.6,Completed,"Tech Enthusiasts, Millennials 25-34, Gen Z 18-24",Emily Rodriguez,TikTok,Control,2025-03-29T00:00:00Z
940,Memorial Day Direct Mail 2024,Direct Mail,2025-12-11,2026-02-21,6838.29,1185.9,,,,,,,,Active,Weekend Browsers,Emily Rodriguez,,,2025-11-12T00:00:00Z
941,Contextual Targeting 2023 #941,Display,2026-01-14,2026-04-10,27933.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Weekend Browsers, Tech Enthusiasts",Nicole Taylor,Google Ads,,2026-01-05T00:00:00Z
942,YouTube Pre-Roll 2025 #942,Video,2025-03-28,2025-06-01,10971.19,11246.07,1247961.0,14539.0,243.0,1.67,1.17,0.77,219.76,Completed,Loyalty Members,Sarah Johnson,Meta Ads,,2025-03-18T00:00:00Z
943,Brand Awareness Drive 2023 #943,Social Media,2025-12-15,2026-03-18,42051.49,4266.45,216859.0,3253.0,106.0,3.26,1.5,1.31,119.3,Active,"Newsletter Subscribers, Desktop Users",Michael Chen,Meta Ads,Variant B,2025-11-15T00:00:00Z
944,Flash Sale Alert 2023 #944,Email,2025-11-09,2025-12-31,3039.77,2589.39,192549.0,12521.0,995.0,7.95,6.5,0.21,1000.0,Active,"Parents, Cart Abandoners",Sarah Johnson,,,2025-10-25T00:00:00Z
945,Product Display Ads 2024 #945,Display,2025-12-14,2026-01-31,75657.82,18095.24,2823867.0,15253.0,106.0,0.69,0.54,1.19,-26.12,Active,"Lapsed Customers, Parents, Homeowners",Andrew Thompson,Google Ads,,2025-12-10T00:00:00Z
946,Abandoned Cart Recovery 2025 #946,Email,2024-12-27,2025-02-26,8819.41,9150.6,1444206.0,43582.0,594.0,1.36,3.02,0.21,1000.0,Completed,"First-Time Buyers, Newsletter Subscribers",Rachel Green,,,2024-12-08T00:00:00Z
947,Trending Topic Campaign 2023 #947,Social Media,2025-09-25,2025-10-13,95588.95,11682.58,597103.0,9069.0,54.0,0.6,1.52,1.29,,Cancelled,"Frequent Buyers, VIP Customers",Kevin Brown,Meta Ads,,2025-09-14T00:00:00Z
948,Brand Awareness Drive 2024 #948,Social Media,2025-11-11,2026-02-15,22222.03,8995.51,1298662.0,11638.0,440.0,3.78,0.9,0.77,876.05,Active,Mobile Users,Brian Wilson,TikTok,,2025-10-13T00:00:00Z
949,Social Video Ads 2024 #949,Video,2025-10-13,2025-11-22,53768.73,47518.82,2627702.0,17147.0,714.0,4.16,0.65,2.77,205.94,Completed,"Email Engaged, Cart Abandoners, Returning Customers",Amanda Lee,TikTok,,2025-09-27T00:00:00Z
950,Shopping Ads Campaign 2023 #950,Search,2025-11-02,2025-12-28,56346.37,55037.22,3613063.0,252519.0,7067.0,2.8,6.99,0.22,1000.0,Active,Returning Customers,Rachel Green,Google Ads,Variant B,2025-10-29T00:00:00Z
951,Customer Win-Back Email 2023 #951,Email,2025-07-03,2025-09-29,4607.17,3734.97,394024.0,10632.0,113.0,1.06,2.7,0.35,740.68,Completed,First-Time Buyers,Andrew Thompson,,,2025-06-24T00:00:00Z
952,Product Category Search 2023 #952,Search,2025-10-29,2026-02-05,16955.0,9506.71,863827.0,30261.0,2106.0,6.96,3.5,0.31,,Paused,"Parents, Returning Customers",Sarah Johnson,Google Ads,Variant A,2025-10-07T00:00:00Z
953,YouTube Pre-Roll 2025 #953,Video,2025-11-02,2026-02-04,93783.43,54199.03,4532022.0,80514.0,1037.0,1.29,1.78,0.67,,Paused,Newsletter Subscribers,David Kim,TikTok,,2025-10-20T00:00:00Z
954,Product Showcase Social 2025 #954,Social Media,2025-07-25,2025-09-18,30619.35,29697.73,1964393.0,35409.0,1251.0,3.53,1.8,0.84,460.42,Completed,Email Engaged,David Kim,Instagram,Control,2025-07-10T00:00:00Z
955,Black Friday Video Push 2023 #955,Video,2024-10-22,2024-12-29,79613.21,70426.39,4347282.0,68515.0,1657.0,2.42,1.58,1.03,112.59,Completed,Parents,Nicole Taylor,TikTok,Control,2024-10-02T00:00:00Z
956,Programmatic Display 2024 #956,Display,2025-11-06,2026-02-01,79346.1,42951.89,2327998.0,9462.0,388.0,4.1,0.41,4.54,113.28,Active,"Returning Customers, Budget Conscious",Emily Rodriguez,Google Ads,,2025-10-25T00:00:00Z
957,Product Display Ads 2024 #957,Display,2024-10-28,2024-12-30,94014.92,95399.32,5464490.0,10112.0,320.0,3.16,0.19,9.43,-52.44,Completed,"Holiday Shoppers, Cart Abandoners, Fashion Forward",Brian Wilson,Meta Ads,,2024-10-11T00:00:00Z
958,High Intent Keywords 2023 #958,Search,2025-11-27,2026-03-13,56392.09,12746.72,1126745.0,71115.0,7001.0,9.84,6.31,0.18,,Paused,Loyalty Members,James Miller,Google Ads,,2025-11-04T00:00:00Z
959,Shopping Ads Campaign 2024 #959,Search,2025-11-04,2026-01-25,38158.68,24387.51,1418950.0,105779.0,4313.0,4.08,7.45,0.23,,Paused,Loyalty Members,Brian Wilson,Google Ads,,2025-10-08T00:00:00Z
960,Shopping Ads Campaign 2023 #960,Search,2025-09-23,2025-12-05,16070.04,15132.54,1460663.0,73581.0,6920.0,9.4,5.04,0.21,1000.0,Completed,Loyalty Members,Jessica Martinez,Google Ads,,2025-09-05T00:00:00Z
961,High Intent Keywords 2023 #961,Search,2025-11-04,2026-02-17,10492.13,4808.09,385790.0,26293.0,1808.0,6.88,6.82,0.18,1000.0,Active,"Budget Conscious, Lapsed Customers",Kevin Brown,Google Ads,,2025-10-13T00:00:00Z
962,Weekly Deals Newsletter 2023 #962,Email,2025-11-21,2026-02-15,1994.67,664.88,40281.0,878.0,12.0,1.37,2.18,0.76,370.6,Active,"Parents, Desktop Users",Nicole Taylor,,Variant A,2025-11-16T00:00:00Z
963,Q1 Newsletter Campaign 2023 #963,Email,2025-10-26,2025-12-29,7118.53,6796.5,459070.0,8588.0,536.0,6.24,1.87,0.79,1000.0,Active,"First-Time Buyers, Email Engaged, Social Followers",Amanda Lee,,,2025-09-26T00:00:00Z
964,YouTube Pre-Roll 2023 #964,Video,2025-11-18,2026-02-21,82647.4,32434.51,3897187.0,24835.0,1229.0,4.95,0.64,1.31,,Paused,"Homeowners, Holiday Shoppers, First-Time Buyers",Stephanie Davis,TikTok,Variant A,2025-10-28T00:00:00Z
965,Anniversary Mailing 2024,Direct Mail,2025-01-10,2025-03-30,13704.84,12665.59,,,,,,,,Completed,Newsletter Subscribers,Sarah Johnson,,,2024-12-26T00:00:00Z
966,Shopping Ads Campaign 2025 #966,Search,2025-12-04,2026-04-01,64347.68,9469.75,575025.0,40001.0,1226.0,3.06,6.96,0.24,1000.0,Active,"Tech Enthusiasts, High LTV Customers, Cart Abandoners",Andrew Thompson,Google Ads,,2025-11-26T00:00:00Z
967,Brand Keywords Campaign 2024 #967,Search,2025-06-15,2025-09-13,47160.74,47161.33,2971190.0,86933.0,7362.0,8.47,2.93,0.54,1000.0,Completed,Fashion Forward,Laura Garcia,Google Ads,,2025-06-10T00:00:00Z
968,Community Engagement 2024 #968,Social Media,2025-11-02,2026-01-25,40320.55,22873.13,1381502.0,39424.0,1358.0,3.44,2.85,0.58,1000.0,Active,Gen Z 18-24,Chris Anderson,Instagram,,2025-10-06T00:00:00Z
969,Product Demo Videos 2023 #969,Video,2025-08-30,2025-09-07,16276.78,965.15,186192.0,1055.0,51.0,4.83,0.57,0.91,,Cancelled,"Frequent Buyers, Budget Conscious, Tech Enthusiasts",Sarah Johnson,Meta Ads,,2025-08-16T00:00:00Z
970,Spring Social Push 2023 #970,Social Media,2025-04-26,2025-05-22,5281.47,4228.5,629159.0,16625.0,151.0,0.91,2.64,0.25,833.8,Completed,"Mobile Users, Email Engaged, VIP Customers",Emily Rodriguez,Instagram,,2025-04-02T00:00:00Z
971,Customer Win-Back Email 2023 #971,Email,2024-11-12,2024-12-28,2690.57,2534.75,436005.0,18492.0,1078.0,5.83,4.24,0.14,1000.0,Completed,"Fashion Forward, Cart Abandoners, Mobile Users",Amanda Lee,,,2024-10-25T00:00:00Z
972,Brand Awareness Drive 2025 #972,Social Media,2025-11-14,2026-02-01,30277.03,12607.38,2027647.0,29745.0,800.0,2.69,1.47,0.42,1000.0,Active,"Parents, Fashion Forward, Mobile Users",Chris Anderson,Meta Ads,,2025-11-03T00:00:00Z
973,Winter Catalog Mailing 2023,Direct Mail,2025-04-24,2025-06-10,10932.85,9553.15,,,,,,,,Completed,"Parents, Desktop Users, Tech Enthusiasts",Nicole Taylor,,,2025-04-13T00:00:00Z
974,Contextual Targeting 2025 #974,Display,2025-11-03,2026-01-04,17354.87,13637.61,1252955.0,5659.0,254.0,4.49,0.45,2.41,,Paused,"Frequent Buyers, New Customers, Cart Abandoners",Sarah Johnson,Meta Ads,,2025-10-24T00:00:00Z
975,Cyber Monday SMS Deals 2024,SMS,2025-02-25,2025-04-24,7295.19,6743.69,648786.0,46919.0,1265.0,2.7,7.23,0.14,1000.0,Completed,"Email Engaged, Mobile Users",Andrew Thompson,,,2025-02-01T00:00:00Z
976,Brand Awareness Drive 2024 #976,Social Media,2025-11-16,2026-02-06,59609.31,30920.71,1589284.0,35279.0,619.0,1.75,2.22,0.88,224.97,Active,Gen Z 18-24,Michael Chen,Meta Ads,Variant A,2025-11-05T00:00:00Z
977,Audience Display Campaign 2023 #977,Display,2025-06-15,2025-09-09,98986.2,84758.96,15294529.0,77730.0,1115.0,1.43,0.51,1.09,63.11,Completed,"Newsletter Subscribers, Weekend Browsers, Cart Abandoners",Michael Chen,Google Ads,,2025-05-27T00:00:00Z
978,Product Showcase Social 2025 #978,Social Media,2025-05-13,2025-08-04,51472.72,45709.61,3348945.0,31986.0,1173.0,3.67,0.96,1.43,420.71,Completed,"Frequent Buyers, Premium Shoppers",Amanda Lee,TikTok,,2025-05-06T00:00:00Z
979,Influencer Partnership 2023 #979,Social Media,2025-11-18,2026-02-04,54381.12,28368.79,4251231.0,51339.0,924.0,1.8,1.21,0.55,787.22,Active,"Gen Z 18-24, Mobile Users",Amanda Lee,LinkedIn,,2025-10-27T00:00:00Z
980,Brand Awareness Display 2025 #980,Display,2025-03-10,2025-05-18,50556.48,45513.67,2448774.0,24227.0,137.0,0.57,0.99,1.88,-46.61,Completed,Weekend Browsers,Emily Rodriguez,Meta Ads,,2025-02-28T00:00:00Z
981,Audience Display Campaign 2023 #981,Display,2024-10-28,2025-01-20,72717.02,62605.81,5074416.0,34880.0,1550.0,4.44,0.69,1.79,74.12,Completed,"Homeowners, Holiday Shoppers, Budget Conscious",Chris Anderson,Google Ads,,2024-10-09T00:00:00Z
982,Fall Video Campaign 2023,Video,2025-11-05,2026-01-13,83081.09,62779.69,4656764.0,96752.0,3834.0,3.96,2.08,0.65,704.48,Active,Desktop Users,Michael Chen,TikTok,,2025-10-30T00:00:00Z
983,New Customer Welcome Kit 2023,Direct Mail,2024-11-02,2024-12-28,32364.98,29523.28,,,,,,,,Completed,"New Customers, Millennials 25-34",David Kim,,,2024-10-17T00:00:00Z
984,Product Showcase Social 2023 #984,Social Media,2025-04-12,2025-05-01,30508.56,26020.62,2518692.0,50183.0,2416.0,4.81,1.99,0.52,1000.0,Completed,Premium Shoppers,James Miller,Meta Ads,,2025-03-16T00:00:00Z
985,Valentine Search Push 2024 #985,Search,2025-04-21,2025-05-24,51813.87,50925.89,2933616.0,94504.0,2657.0,2.81,3.22,0.54,1000.0,Completed,Cart Abandoners,Sarah Johnson,Google Ads,Variant A,2025-04-01T00:00:00Z
986,Remarketing Search 2025 #986,Search,2025-03-08,2025-04-19,57464.38,48737.14,9099188.0,450290.0,12433.0,2.76,4.95,0.11,1000.0,Completed,"Fashion Forward, Tech Enthusiasts",Brian Wilson,Google Ads,,2025-02-08T00:00:00Z
987,Fall SMS Blast 2025,SMS,2025-10-22,2025-11-29,6211.56,6023.47,306253.0,30993.0,3492.0,11.27,10.12,0.19,1000.0,Completed,"Cart Abandoners, New Customers, Budget Conscious",Emily Rodriguez,,,2025-10-11T00:00:00Z
988,Audience Display Campaign 2024 #988,Display,2025-12-16,2026-01-18,4702.2,1301.8,92942.0,516.0,20.0,3.88,0.56,2.52,286.01,Active,Tech Enthusiasts,Amanda Lee,Google Ads,,2025-11-30T00:00:00Z
989,Native Advertising 2024 #989,Display,2025-11-15,2026-02-26,91637.05,33243.33,1940981.0,15326.0,751.0,4.9,0.79,2.17,461.37,Active,"Holiday Shoppers, Lapsed Customers",Kevin Brown,Meta Ads,,2025-10-31T00:00:00Z
990,Q3 Search Campaign 2025 #990,Search,2025-05-29,2025-07-29,90391.87,92808.69,8597023.0,436255.0,30096.0,6.9,5.07,0.21,1000.0,Completed,Lapsed Customers,Emily Rodriguez,Google Ads,,2025-05-20T00:00:00Z
991,Social Proof Campaign 2023 #991,Social Media,2025-01-17,2025-02-22,13441.22,11253.98,832373.0,10913.0,239.0,2.19,1.31,1.03,143.05,Completed,"Tech Enthusiasts, Homeowners",Michael Chen,Instagram,,2024-12-25T00:00:00Z
992,Holiday SMS Deals 2023,SMS,2025-11-22,2025-12-27,8020.39,6198.37,1060592.0,108422.0,2351.0,2.17,10.22,0.06,1000.0,Active,Desktop Users,Emily Rodriguez,,,2025-11-02T00:00:00Z
993,Customer Win-Back Email 2025 #993,Email,2024-11-10,2025-01-14,3696.72,3079.7,383788.0,15731.0,1208.0,7.68,4.1,0.2,1000.0,Completed,"Returning Customers, Tech Enthusiasts",Jessica Martinez,,,2024-10-31T00:00:00Z
994,Easter Search Push 2024 #994,Search,2025-08-27,2025-10-14,45974.39,41266.33,4938420.0,351316.0,24201.0,6.89,7.11,0.12,1000.0,Completed,"Fashion Forward, Returning Customers",Rachel Green,Google Ads,,2025-08-06T00:00:00Z
995,Abandoned Cart Recovery 2023 #995,Email,2024-10-19,2024-12-29,771.36,676.58,37402.0,1475.0,17.0,1.15,3.94,0.46,423.32,Completed,"Returning Customers, Millennials 25-34",Nicole Taylor,,,2024-10-11T00:00:00Z
996,Dynamic Search Ads 2024 #996,Search,2025-11-28,2026-03-02,57898.16,14579.07,1276732.0,109334.0,3793.0,3.47,8.56,0.13,,Paused,"Millennials 25-34, Frequent Buyers, Tech Enthusiasts",Chris Anderson,Google Ads,,2025-11-17T00:00:00Z
997,Programmatic Display 2025 #997,Display,2025-09-16,2025-11-29,16905.12,17140.98,1136748.0,5057.0,153.0,3.03,0.44,3.39,117.82,Completed,"Millennials 25-34, Desktop Users",Stephanie Davis,Google Ads,,2025-09-13T00:00:00Z
998,Brand Awareness Drive 2024 #998,Social Media,2025-12-15,2026-03-31,4773.36,381.67,34867.0,920.0,39.0,4.24,2.64,0.41,968.95,Active,Premium Shoppers,Kevin Brown,Instagram,Variant A,2025-12-01T00:00:00Z
